cal_yr_mo_nbr,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10
201908,bdl,nti,bud,kcm,chl,mgl,gpx,est,sta,mul,1,1,0,0,1,1,0,1,0,1
201909,bdl,rck,chl,mgl,kcm,bud,est,gpx,mul,nti,0,0,1,1,0,1,1,1,1,1
201910,chl,nti,bdl,mgl,bud,est,kcm,idb,gpx,mul,1,1,0,0,0,1,0,0,1,0
201911,chl,hgh,est,mgl,bdl,bud,bll,gpx,nti,sta,1,0,0,1,1,1,0,1,0,1
201912,chl,idb,mgl,bdl,bud,est,gpx,sta,kcm,rck,1,1,1,1,1,1,1,1,0,1
202001,chl,rck,mgl,bdl,bud,est,gpx,sta,idb,bll,0,1,1,1,1,0,1,1,1,1
202002,chl,hgh,mgl,bdl,bud,gpx,sta,idb,bll,rck,0,1,1,1,1,1,1,1,1,1
202003,mgl,hgh,bdl,bud,gpx,chl,sta,idb,bll,rck,0,1,1,0,1,1,1,1,0,1
202004,bdl,nti,gpx,chl,sta,mgl,idb,rck,hgh,mul,1,1,1,1,0,1,1,1,0,1
202005,bdl,est,gpx,chl,mgl,idb,rck,mul,nti,bll,0,1,1,1,0,1,0,1,0,1
202006,gpx,kcm,chl,idb,mul,bll,est,bud,bdl,rck,0,1,0,1,1,0,1,1,1,1
202007,idb,chl,mul,est,bdl,bud,rck,kcm,gpx,sta,1,1,1,1,1,1,1,0,0,0
202008,idb,bll,mul,est,bdl,bud,rck,mgl,chl,hgh,1,1,1,1,1,1,1,1,1,1
202009,idb,bll,mul,est,bdl,bud,rck,mgl,chl,hgh,1,0,0,1,1,0,1,0,1,1
202010,idb,kcm,est,bdl,rck,chl,hgh,nti,mul,bud,1,1,1,1,0,1,1,1,1,1
202011,idb,gpx,est,bdl,chl,hgh,rck,nti,mul,bud,1,1,1,1,0,1,1,1,1,0
202012,idb,gpx,est,bdl,hgh,rck,nti,mul,kcm,sta,1,1,0,1,0,0,1,0,1,0
202101,idb,chl,bdl,nti,hgh,kcm,gpx,est,bll,mgl,1,1,1,1,1,1,0,1,1,1
202102,idb,rck,bdl,nti,kcm,hgh,est,bll,mgl,chl,0,0,1,0,1,1,1,1,1,0
202103,bdl,sta,idb,kcm,hgh,est,bll,mgl,rck,gpx,1,0,0,1,0,1,1,1,1,1
202104,bdl,bud,idb,kcm,est,bll,mgl,hgh,rck,gpx,1,1,1,1,0,1,1,1,1,1
202105,bdl,bud,idb,kcm,bll,mgl,hgh,rck,gpx,est,1,1,0,1,0,1,1,1,1,1
202106,bdl,est,kcm,mgl,idb,hgh,bll,rck,bud,gpx,1,1,1,1,1,1,1,0,0,1
202107,bdl,mul,kcm,mgl,idb,hgh,bll,gpx,chl,est,1,1,0,1,1,0,1,1,0,1
202108,bdl,hgh,mgl,idb,bll,mul,kcm,gpx,est,nti,1,0,1,1,1,1,0,1,1,1
202109,bdl,chl,mgl,idb,bll,mul,nti,gpx,est,rck,1,1,1,0,1,1,1,1,1,1
202110,bdl,chl,mgl,bll,mul,nti,idb,gpx,est,rck,1,1,1,1,1,1,0,1,1,1
202111,bdl,chl,mgl,bll,mul,nti,gpx,est,rck,idb,1,1,1,0,1,1,0,0,1,1
202112,bdl,gpx,mgl,nti,mul,bll,rck,idb,est,chl,1,1,1,1,0,1,1,0,1,0
202201,bdl,hgh,mgl,nti,bll,rck,est,gpx,kcm,mul,1,1,1,1,1,1,1,1,1,1
202202,bdl,hgh,mgl,nti,bll,rck,est,gpx,kcm,mul,1,1,1,1,0,1,1,1,1,1
202203,bdl,bud,mgl,nti,rck,gpx,est,kcm,mul,hgh,1,1,1,1,1,1,1,0,1,1
202204,bdl,sta,mgl,nti,rck,gpx,est,mul,bud,hgh,1,1,1,1,1,1,1,1,1,1
202205,bdl,hgh,mgl,nti,rck,gpx,est,mul,bud,sta,1,1,1,1,1,1,0,1,1,1
202206,bdl,bll,mgl,nti,rck,gpx,mul,bud,sta,hgh,1,1,1,0,1,0,1,0,1,1
202207,bdl,gpx,mgl,rck,mul,nti,sta,hgh,bll,idb,1,1,0,1,1,0,0,1,1,1
202208,bdl,chl,mgl,rck,mul,hgh,bll,idb,gpx,est,1,0,0,1,1,1,1,1,0,0
202209,bdl,bud,rck,mul,mgl,hgh,bll,idb,kcm,nti,1,0,0,1,1,1,1,1,1,1
202210,bdl,sta,mul,mgl,hgh,bll,idb,rck,kcm,nti,1,1,0,0,1,1,1,1,1,1
202211,bdl,sta,hgh,bll,idb,rck,mgl,mul,kcm,nti,1,1,1,0,1,1,1,1,1,1
202212,bdl,sta,hgh,idb,rck,mgl,mul,bll,kcm,nti,1,0,0,0,1,1,1,1,1,1
202301,bdl,gpx,rck,mgl,mul,hgh,kcm,bll,nti,idb,0,0,1,1,1,1,1,1,1,0
202302,bdl,est,rck,mgl,mul,kcm,nti,hgh,bll,idb,1,1,1,1,1,1,1,1,1,0
202303,bdl,chl,rck,mgl,mul,kcm,nti,hgh,bll,est,1,1,1,1,1,1,1,0,1,1
202304,bdl,chl,rck,mgl,mul,kcm,nti,bll,hgh,est,1,1,0,0,1,1,1,0,1,1
202305,bdl,chl,mul,kcm,nti,rck,hgh,bll,mgl,est,1,0,1,1,1,1,1,1,1,1
202306,bdl,idb,mul,kcm,nti,rck,hgh,bll,mgl,est,1,0,1,0,1,1,1,1,1,0
202307,bdl,bud,mul,nti,rck,hgh,mgl,bll,kcm,sta,1,1,1,1,0,0,1,1,1,1
202308,bdl,bud,mul,nti,mgl,bll,rck,kcm,hgh,sta,1,1,1,1,0,1,1,1,1,1
202309,bdl,mgl,mul,nti,bll,rck,kcm,sta,hgh,bud,0,1,1,1,1,0,1,1,1,1
202310,bdl,mgl,mul,nti,bll,kcm,sta,bud,rck,hgh,1,1,1,1,1,1,1,0,1,1
202311,bdl,est,nti,mul,bll,kcm,sta,rck,hgh,mgl,1,1,1,1,1,1,1,1,1,0
202312,bdl,gpx,nti,mul,bll,kcm,sta,rck,hgh,est,0,1,1,0,1,1,0,1,1,1
