cal_yr_mo_nbr,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10
201703,kcm,est,bdl,ibh,blr,mgl,mul,abn,bud,sta,0,1,0,1,1,1,0,1,1,1
201704,swa,bla,chl,hgh,bud,bdl,bkx,kcm,bws,sam,0,0,0,1,1,0,0,0,0,0
201705,swa,bdl,gpx,bud,chl,rck,sta,blr,nti,mul,0,0,0,1,0,1,1,1,0,0
201706,nti,swa,bkx,idb,bly,bsf,bsh,ibh,hgh,abn,0,0,0,0,0,1,1,1,1,1
201707,bsh,bly,abn,ibh,hgh,bkx,idb,bsf,nti,swa,1,0,1,1,1,0,0,1,0,0
201708,bla,blp,blr,abn,swa,bdl,bhl,idb,sta,bsf,0,0,1,1,0,0,1,0,1,1
201709,bhl,bud,ibh,rck,bsh,nti,sam,hgh,bkx,mgl,1,1,1,1,1,0,0,1,0,1
201710,blp,bll,rck,bhl,bud,nti,chl,gpx,idb,bly,0,1,1,1,1,0,0,0,0,0
201711,gpx,bdl,sta,nti,chl,bud,hgh,est,bhl,bll,0,0,1,0,0,1,1,1,1,1
201712,bkx,ibh,swa,idb,nti,bly,hgh,bsf,bsh,abn,0,1,0,0,0,0,1,1,1,1
201801,bsf,bkx,swa,bsh,nti,hgh,abn,ibh,bly,idb,1,0,0,1,0,1,1,1,0,0
201802,blp,ntd,nti,mul,bhl,bsf,bsh,est,bud,bll,0,1,0,0,1,1,1,1,1,1
201803,hgh,ibh,bsh,nti,bsf,idb,abn,swa,bly,bkx,1,1,1,0,1,0,1,0,0,0
201804,swa,idb,nti,bsh,ibh,bsf,hgh,abn,bkx,bly,0,0,0,1,1,1,1,1,0,0
201805,abn,bhl,bkx,mgl,hgh,gpx,rck,blr,bly,bll,1,1,0,1,1,0,1,1,0,1
201806,bsh,idb,bly,bkx,ibh,bsf,swa,nti,hgh,abn,1,0,0,0,1,1,0,0,1,1
201807,swa,nti,bkx,idb,ibh,bsh,hgh,bsf,bly,abn,0,0,0,0,1,1,1,1,0,1
201808,bsh,idb,nti,abn,bkx,bly,bsf,hgh,ibh,swa,1,0,0,1,0,0,1,1,1,0
201809,blp,bll,kcm,blr,rck,bkx,bws,sta,ibh,bdl,0,1,0,1,1,0,0,1,1,0
201810,bkx,ibh,bsf,hgh,idb,swa,bsh,nti,bly,abn,0,1,1,1,0,0,1,0,0,1
201811,bla,bly,bhl,bll,idb,nti,blr,bsh,gpx,sam,0,0,1,1,0,0,1,1,0,0
201812,bla,bkx,bll,bhl,bud,ibh,bdl,chl,hgh,kcm,0,0,1,1,1,1,0,0,1,0
201901,est,bsf,ntd,rck,bud,bll,mgl,sta,blr,bhl,0,1,1,1,1,0,1,0,0,1
201902,ntd,ibh,rck,est,bud,mgl,bll,bhl,sta,blr,1,1,1,1,1,1,1,0,1,1
201903,ntd,bsf,rck,est,bud,mgl,bll,sta,blr,bhl,0,0,0,0,1,1,1,0,0,1
201904,bud,bsh,mgl,ntd,rck,bll,est,bhl,sta,blr,1,0,1,0,0,1,0,0,0,1
201905,bud,abn,mgl,bll,ntd,rck,blr,est,bhl,ibh,0,0,0,1,1,0,1,1,1,0
201906,bud,sta,bll,mgl,ntd,blr,est,rck,bhl,hgh,1,0,1,0,0,0,0,1,0,1
201907,bud,blr,bll,mgl,ntd,rck,hgh,bsf,bsh,ibh,1,1,0,1,1,1,0,0,1,1
201908,bud,bhl,bll,mgl,ntd,rck,bsh,ibh,blr,abn,1,1,0,1,0,0,0,0,1,1
201909,bud,ibh,mgl,bll,blr,abn,bhl,hgh,bsf,bsh,1,1,1,1,0,1,1,1,0,1
201910,bud,rck,mgl,bll,abn,bhl,hgh,bsh,ibh,ntd,0,0,0,1,1,1,0,0,1,1
201911,bud,sta,mgl,bll,abn,bhl,ntd,ibh,est,hgh,0,0,1,1,0,0,1,1,1,1
201912,bud,bsf,mgl,bll,ntd,est,ibh,abn,hgh,blr,1,0,1,1,1,1,1,1,1,1
202001,bud,bsh,mgl,bll,est,ntd,ibh,abn,hgh,blr,0,1,1,0,0,0,1,0,0,1
202002,mgl,bsf,ibh,bud,bll,blr,bhl,bsh,abn,hgh,1,0,0,1,1,1,1,1,0,1
202003,mgl,abn,bud,bll,blr,bhl,bsh,ibh,hgh,sta,0,1,0,0,1,1,1,1,1,1
202004,mgl,ntd,blr,bhl,bsh,ibh,hgh,sta,bud,bll,1,0,1,0,0,1,1,1,1,1
202005,mgl,abn,blr,ibh,hgh,bsh,sta,bud,bll,rck,0,1,0,1,1,0,1,1,1,1
202006,ibh,bhl,hgh,sta,bud,bll,mgl,rck,blr,abn,1,0,0,1,1,0,0,0,1,1
202007,ibh,bhl,sta,bud,blr,abn,hgh,est,bsf,bsh,0,0,1,0,0,0,1,0,1,1
202008,sta,bud,ibh,hgh,bsf,bsh,abn,blr,bll,mgl,1,0,1,0,0,0,0,1,0,1
202009,sta,ntd,ibh,hgh,blr,mgl,bsf,bsh,abn,rck,1,1,1,1,1,1,0,1,1,0
202010,sta,bhl,ibh,hgh,mgl,blr,bsh,abn,ntd,bsf,1,1,0,1,0,1,1,1,0,1
202011,sta,est,ibh,hgh,blr,bsh,abn,bsf,bhl,mgl,1,1,0,0,1,1,1,1,1,1
202012,sta,mgl,blr,bsh,ibh,abn,hgh,bsf,est,bhl,0,1,0,0,1,1,1,1,0,1
202101,sta,bll,ibh,abn,hgh,bsf,blr,bhl,bsh,mgl,1,1,0,1,1,1,1,1,1,1
202102,sta,bll,abn,hgh,blr,bsf,bhl,bsh,mgl,ibh,1,1,0,0,1,0,1,0,0,1
202103,sta,bsf,blr,bhl,ibh,abn,hgh,bll,bud,bsh,1,0,0,1,1,0,1,1,1,0
202104,sta,mgl,bhl,bll,ibh,hgh,bud,abn,blr,ntd,1,1,0,1,1,0,1,0,0,1
202105,sta,abn,bll,ibh,bud,hgh,ntd,bhl,mgl,rck,0,1,0,0,1,1,0,1,0,1
202106,sta,bsf,bud,ibh,hgh,bhl,rck,bll,abn,bsh,1,1,0,1,1,1,0,0,0,1
202107,sta,abn,ibh,hgh,bhl,bud,bsh,bsf,blr,est,1,1,1,0,1,1,1,1,1,1
202108,sta,abn,ibh,bhl,bud,hgh,bsh,bsf,est,blr,1,1,1,1,1,1,0,1,0,0
202109,sta,bll,ibh,bhl,bud,hgh,bsf,abn,mgl,bsh,1,1,1,1,0,0,1,0,1,1
202110,sta,ntd,ibh,bhl,bsf,hgh,mgl,bsh,bll,bud,1,1,1,0,1,1,1,0,1,0
202111,sta,abn,ibh,bsf,bhl,mgl,hgh,bll,ntd,rck,1,1,1,0,1,1,0,1,0,1
202112,sta,blr,ibh,bhl,mgl,bll,bsf,rck,hgh,abn,1,1,0,1,1,1,0,0,1,1
202201,sta,bsf,ibh,bhl,mgl,bll,hgh,abn,blr,bsh,0,0,0,1,0,0,1,0,0,1
202202,sta,est,bhl,ibh,hgh,bsh,mgl,bll,abn,bud,0,1,0,1,0,1,0,1,0,0
202203,sta,ntd,ibh,bhl,bsh,bll,hgh,est,blr,bsf,0,1,1,0,1,0,0,1,1,1
202204,ibh,mgl,sta,bsh,est,bhl,blr,ntd,bsf,hgh,1,0,1,1,1,0,1,1,1,0
202205,ibh,bhl,sta,est,bsh,ntd,blr,bsf,abn,bll,0,1,0,0,0,0,1,1,1,0
202206,ibh,hgh,sta,blr,bsh,bsf,abn,bhl,rck,est,1,1,0,1,1,1,0,1,0,1
202207,ibh,abn,blr,bsh,bsf,bhl,est,sta,hgh,bud,1,1,0,1,1,0,0,1,0,0
202208,ibh,hgh,bsh,bsf,sta,blr,abn,bhl,ntd,mgl,1,0,1,1,0,1,0,0,1,0
202209,ibh,hgh,bsh,bsf,blr,ntd,bll,sta,abn,bhl,0,1,0,1,0,1,1,1,1,0
202210,ibh,bud,bsf,bsh,ntd,bll,sta,blr,abn,hgh,1,1,1,1,0,1,1,1,1,1
202211,ibh,rck,bsf,bsh,bll,sta,blr,abn,bud,hgh,1,1,1,1,1,0,1,0,0,1
202212,ibh,sta,bsf,bsh,bll,blr,rck,hgh,abn,est,0,0,0,0,1,1,1,1,0,1
202301,ibh,mgl,bsf,bll,bsh,blr,rck,est,hgh,ntd,1,0,1,1,0,1,0,0,0,1
202302,ibh,bud,bsf,bll,blr,bsh,ntd,hgh,abn,bhl,0,1,1,0,1,1,1,0,1,1
202303,bsf,hgh,ibh,blr,bsh,ntd,bll,abn,bhl,bud,0,1,0,1,1,1,0,1,1,0
202304,blr,sta,bsf,ibh,ntd,bsh,abn,bhl,bll,hgh,1,1,0,0,1,1,0,0,0,1
202305,blr,mgl,ntd,bsh,bsf,ibh,hgh,sta,rck,abn,1,1,1,1,0,1,1,1,1,1
202306,blr,mgl,ntd,bsh,ibh,bsf,rck,sta,hgh,abn,0,1,1,0,1,1,0,0,0,1
202307,ntd,hgh,blr,ibh,bsh,bsf,mgl,abn,est,bhl,0,1,1,0,0,0,1,0,1,1
202308,blr,sta,ntd,ibh,bsh,mgl,bsf,est,bhl,hgh,0,0,1,1,0,0,0,1,0,1
202309,ntd,mgl,ibh,blr,est,bsh,hgh,bsf,abn,bll,1,0,0,1,0,1,0,1,0,1
202310,ntd,est,blr,ibh,bsh,bsf,bll,hgh,bud,bhl,0,1,1,0,1,1,1,0,1,1
202311,blr,rck,ntd,bsh,ibh,bll,bsf,bud,est,bhl,1,0,0,1,1,0,1,1,1,0
202312,blr,hgh,bsh,ibh,bsf,bud,est,ntd,abn,bll,0,1,1,1,1,1,1,1,1,0
