cal_yr_mo_nbr,brnd_cd,sales_exec
201510,gpx,1
201510,idb,0
201510,nti,1
201510,bla,0
201510,blr,0
201510,rck,1
201511,hgh,1
201511,bkx,0
201511,sam,1
201511,swa,1
201511,chl,1
201511,ibh,0
201511,ntd,1
201511,bud,0
201511,bsf,0
201511,idb,0
201512,ibh,0
201512,ntd,1
201512,nti,1
201512,swa,1
201512,abn,1
201512,rck,1
201512,mgl,1
201512,gpx,1
201512,blr,0
201512,bdl,0
201601,bhl,0
201601,blr,0
201601,gpx,1
201601,hgh,1
201601,mgl,1
201601,kcm,1
201601,ibh,0
201601,chl,1
201601,nti,1
201601,bll,0
201602,bud,0
201602,bll,0
201602,bhl,0
201602,gpx,1
201602,ibh,0
201602,bsh,0
201602,chl,1
201602,swa,1
201602,bla,0
201602,hgh,1
201603,nti,1
201603,swa,1
201603,gpx,1
201603,chl,1
201603,mgl,1
201603,kcm,1
201603,blr,0
201603,bla,0
201603,rck,1
201603,mul,1
201604,mgl,1
201604,hgh,1
201604,ibh,0
201604,blr,0
201604,gpx,1
201604,nti,1
201604,kcm,1
201604,bll,0
201604,bhl,0
201604,chl,1
201605,mgl,1
201605,nti,1
201605,ibh,0
201605,bhl,0
201605,blr,0
201605,bll,0
201605,chl,1
201605,gpx,1
201605,kcm,1
201605,hgh,1
201606,ibh,0
201606,blr,0
201606,ntd,1
201606,bkx,0
201606,rck,1
201606,bsh,0
201606,abn,1
201606,swa,1
201606,bws,0
201606,bsf,0
201607,bhl,0
201607,bll,0
201607,bdl,0
201607,sta,1
201607,blr,0
201607,chl,1
201607,kcm,1
201607,blp,0
201607,bws,0
201607,idb,0
201608,bhl,0
201608,blr,0
201608,bll,0
201608,gpx,1
201608,nti,1
201608,mgl,1
201608,kcm,1
201608,chl,1
201608,hgh,1
201608,ibh,0
201609,ibh,0
201609,hgh,1
201609,bhl,0
201609,kcm,1
201609,blr,0
201609,chl,1
201609,nti,1
201609,mgl,1
201609,bll,0
201609,gpx,1
201610,bhl,0
201610,sta,1
201610,blr,0
201610,chl,1
201610,blp,0
201610,bdl,0
201610,bll,0
201610,kcm,1
201610,bws,0
201610,idb,0
201611,bhl,0
201611,bdl,0
201611,swa,1
201611,bsf,0
201611,bws,0
201611,chl,1
201611,sam,1
201611,nti,1
201611,bll,0
201611,kcm,1
201612,rck,1
201612,nti,1
201612,kcm,1
201612,bla,0
201612,gpx,1
201612,swa,1
201612,mul,1
201612,chl,1
201612,blr,0
201612,mgl,1
201701,chl,1
201701,ibh,0
201701,kcm,1
201701,hgh,1
201701,gpx,1
201701,mgl,1
201701,nti,1
201701,blr,0
201701,bhl,0
201701,bll,0
201702,blr,0
201702,ibh,0
201702,kcm,1
201702,chl,1
201702,gpx,1
201702,nti,1
201702,bhl,0
201702,mgl,1
201702,hgh,1
201702,bll,0
201703,mul,1
201703,bkx,0
201703,kcm,1
201703,bly,0
201703,ntd,1
201703,rck,1
201703,bhl,0
201703,est,1
201703,swa,1
201703,gpx,1
201704,nti,1
201704,hgh,1
201704,ibh,0
201704,chl,1
201704,bhl,0
201704,bll,0
201704,kcm,1
201704,gpx,1
201704,mgl,1
201704,blr,0
201705,mul,1
201705,bly,0
201705,blp,0
201705,blr,0
201705,ibh,0
201705,mgl,1
201705,bdl,0
201705,chl,1
201705,bud,0
201705,abn,1
201706,sam,1
201706,bsf,0
201706,mgl,1
201706,bws,0
201706,chl,1
201706,est,1
201706,ibh,0
201706,gpx,1
201706,bdl,0
201706,swa,1
201707,bsf,0
201707,abn,1
201707,chl,1
201707,bws,0
201707,bhl,0
201707,gpx,1
201707,blr,0
201707,hgh,1
201707,ntd,1
201707,bkx,0
201708,blp,0
201708,bsh,0
201708,abn,1
201708,sam,1
201708,bhl,0
201708,bkx,0
201708,hgh,1
201708,rck,1
201708,gpx,1
201708,blr,0
201709,bhl,0
201709,hgh,1
201709,mgl,1
201709,blr,0
201709,kcm,1
201709,nti,1
201709,gpx,1
201709,bll,0
201709,ibh,0
201709,chl,1
201710,blr,0
201710,nti,1
201710,bhl,0
201710,gpx,1
201710,mgl,1
201710,hgh,1
201710,ibh,0
201710,kcm,1
201710,chl,1
201710,bll,0
201711,est,1
201711,sam,1
201711,rck,1
201711,bws,0
201711,bud,0
201711,idb,0
201711,chl,1
201711,bsf,0
201711,bsh,0
201711,blp,0
201712,bhl,0
201712,sam,1
201712,hgh,1
201712,rck,1
201712,bkx,0
201712,bsh,0
201712,blp,0
201712,blr,0
201712,abn,1
201712,gpx,1
201801,chl,1
201801,nti,1
201801,gpx,1
201801,mgl,1
201801,hgh,1
201801,bhl,0
201801,ibh,0
201801,blr,0
201801,kcm,1
201801,bll,0
201802,blp,0
201802,swa,1
201802,mgl,1
201802,abn,1
201802,bsf,0
201802,bws,0
201802,kcm,1
201802,chl,1
201802,bhl,0
201802,sta,1
201803,kcm,1
201803,gpx,1
201803,rck,1
201803,est,1
201803,ntd,1
201803,bhl,0
201803,swa,1
201803,bly,0
201803,bkx,0
201803,mul,1
201804,nti,1
201804,mgl,1
201804,gpx,1
201804,ibh,0
201804,chl,1
201804,hgh,1
201804,bhl,0
201804,bll,0
201804,blr,0
201804,kcm,1
201805,blr,0
201805,bws,0
201805,sta,1
201805,sam,1
201805,mul,1
201805,swa,1
201805,hgh,1
201805,ibh,0
201805,chl,1
201805,bsf,0
201806,gpx,1
201806,blr,0
201806,bll,0
201806,ibh,0
201806,chl,1
201806,nti,1
201806,mgl,1
201806,hgh,1
201806,bhl,0
201806,kcm,1
201807,swa,1
201807,bkx,0
201807,ntd,1
201807,ibh,0
201807,bsh,0
201807,bws,0
201807,bsf,0
201807,blr,0
201807,abn,1
201807,rck,1
201808,bud,0
201808,nti,1
201808,bdl,0
201808,bhl,0
201808,bkx,0
201808,bsf,0
201808,bws,0
201808,hgh,1
201808,swa,1
201808,ibh,0
201809,chl,1
201809,kcm,1
201809,gpx,1
201809,mgl,1
201809,bll,0
201809,hgh,1
201809,nti,1
201809,ibh,0
201809,bhl,0
201809,blr,0
201810,bll,0
201810,chl,1
201810,hgh,1
201810,kcm,1
201810,nti,1
201810,gpx,1
201810,mgl,1
201810,blr,0
201810,bhl,0
201810,ibh,0
201811,blr,0
201811,bla,0
201811,bly,0
201811,kcm,1
201811,sam,1
201811,bud,0
201811,hgh,1
201811,idb,0
201811,swa,1
201811,chl,1
201812,blp,0
201812,chl,1
201812,bhl,0
201812,gpx,1
201812,sam,1
201812,bdl,0
201812,mgl,1
201812,ntd,1
201812,swa,1
201812,bla,0
