cal_yr_mo_nbr,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10
202006,chl,bkx,bhl,est,mgl,rck,abn,ntd,hgh,nti,1,1,0,1,1,1,1,1,1,1
202007,chl,nti,est,bhl,mgl,rck,abn,ntd,bud,hgh,1,0,1,1,1,1,1,0,0,1
202008,chl,gpx,est,bhl,mgl,rck,abn,bkx,hgh,idb,1,1,0,1,0,1,1,1,1,1
202009,chl,nti,bhl,rck,abn,bkx,hgh,est,idb,gpx,0,1,0,1,0,1,1,1,1,1
202010,chl,nti,rck,bkx,hgh,est,idb,gpx,bhl,abn,1,0,1,1,1,0,0,1,1,1
202011,chl,idb,rck,bkx,hgh,gpx,bhl,abn,mgl,ntd,1,1,1,1,0,0,1,1,1,1
202012,chl,idb,rck,bkx,bhl,abn,hgh,mgl,ntd,bws,0,1,0,1,0,1,1,1,1,0
202101,chl,est,bkx,rck,abn,mgl,hgh,ntd,bud,idb,1,0,1,1,0,1,1,1,1,0
202102,chl,abn,bkx,rck,mgl,ntd,hgh,bud,gpx,bhl,1,1,1,1,1,0,1,1,1,1
202103,chl,abn,bkx,rck,mgl,hgh,bud,gpx,bhl,nti,1,1,0,1,1,0,1,1,1,1
202104,chl,idb,rck,mgl,bud,bkx,gpx,bhl,nti,abn,1,1,0,1,1,1,1,1,1,1
202105,chl,hgh,mgl,bud,bkx,rck,gpx,bhl,nti,abn,0,1,1,1,1,1,1,1,0,1
202106,chl,hgh,mgl,bud,bkx,rck,gpx,bhl,abn,idb,1,0,0,0,0,0,0,1,1,0
202107,chl,gpx,bhl,abn,rck,mgl,bud,est,ntd,bkx,1,1,1,1,1,0,0,1,1,0
202108,chl,idb,bhl,abn,rck,ntd,est,gpx,nti,hgh,1,1,1,1,1,0,0,1,1,0
202109,chl,est,bhl,abn,rck,gpx,nti,idb,bws,bkx,1,1,1,1,1,1,1,1,1,1
202110,chl,est,bhl,abn,rck,gpx,nti,bws,idb,bkx,1,1,1,1,0,1,1,1,1,1
202111,chl,est,bhl,abn,gpx,bws,nti,idb,rck,bkx,0,1,1,1,1,0,1,1,1,1
202112,bhl,bud,chl,abn,gpx,nti,idb,rck,bkx,est,1,1,1,1,1,0,1,1,0,1
202201,bhl,hgh,chl,abn,gpx,idb,rck,est,bud,nti,1,1,1,1,0,1,1,1,1,1
202202,bhl,hgh,chl,abn,idb,rck,est,bud,gpx,nti,0,1,1,0,0,1,1,0,1,1
202203,chl,idb,bhl,abn,rck,est,gpx,nti,hgh,mgl,1,1,1,1,1,0,1,1,1,0
202204,chl,bws,bhl,abn,rck,gpx,nti,hgh,idb,ntd,0,0,1,0,1,1,1,0,1,1
202205,bhl,bkx,chl,rck,gpx,nti,ntd,abn,idb,hgh,1,0,0,1,1,1,1,1,0,0
202206,bhl,bud,rck,gpx,ntd,chl,nti,abn,idb,est,1,0,0,1,1,0,1,1,1,0
202207,bhl,hgh,gpx,ntd,nti,abn,rck,chl,idb,mgl,0,1,1,0,0,1,0,0,0,1
202208,gpx,chl,bhl,abn,nti,rck,ntd,mgl,idb,hgh,0,1,1,1,1,0,1,1,1,1
202209,bhl,chl,abn,gpx,nti,ntd,mgl,rck,idb,hgh,1,1,1,1,1,1,1,1,1,0
202210,bhl,bkx,abn,gpx,nti,ntd,mgl,idb,rck,chl,1,1,1,0,1,1,1,0,0,1
202211,bhl,bud,abn,nti,ntd,mgl,chl,gpx,bkx,est,0,1,1,1,1,1,1,1,1,1
202212,abn,bud,bhl,nti,ntd,mgl,chl,gpx,bkx,est,1,0,1,0,1,0,1,0,0,1
202301,abn,hgh,bhl,ntd,nti,chl,est,rck,mgl,idb,1,1,1,1,1,1,0,1,1,1
202302,abn,gpx,bhl,ntd,nti,chl,mgl,rck,idb,hgh,1,1,1,1,0,1,1,1,0,1
202303,abn,bws,bhl,ntd,chl,mgl,rck,nti,hgh,gpx,1,1,0,1,1,1,1,1,1,0
202304,abn,bkx,ntd,chl,bhl,mgl,rck,nti,hgh,bws,0,1,1,1,1,1,1,1,1,1
202305,ntd,bkx,abn,chl,bhl,mgl,bws,rck,nti,hgh,0,1,1,0,1,1,1,0,1,1
202306,abn,rck,bhl,ntd,mgl,bws,nti,chl,hgh,bkx,1,1,1,1,1,1,0,1,1,1
202307,abn,est,bhl,bws,ntd,mgl,chl,hgh,bkx,rck,1,1,1,0,1,0,1,1,1,0
202308,abn,idb,bhl,ntd,chl,hgh,bkx,est,mgl,nti,1,1,1,1,1,0,1,1,1,1
202309,abn,hgh,bhl,ntd,chl,bkx,est,mgl,nti,idb,1,1,1,1,1,1,1,1,1,1
202310,abn,hgh,bhl,ntd,chl,bkx,est,mgl,nti,idb,1,1,1,0,0,0,1,1,0,0
202311,abn,bkx,bhl,est,ntd,mgl,chl,hgh,gpx,bud,1,1,1,1,1,0,1,1,1,0
202312,abn,rck,bhl,est,ntd,chl,hgh,gpx,bkx,bws,1,1,1,0,1,0,1,1,0,1
