cal_yr_mo_nbr,brnd_cd,sales_exec
201604,kcm,0
201604,bkx,1
201604,bhl,1
201604,blr,1
201605,mgl,0
201605,mul,0
201605,gpx,0
201605,bhl,1
201605,bla,1
201605,bkx,1
201605,blr,1
201605,bsf,1
201605,kcm,0
201605,chl,0
201606,mgl,0
201606,blr,1
201606,mul,0
201606,bkx,1
201606,nti,0
201606,gpx,0
201606,abn,0
201606,sta,0
201606,hgh,0
201606,bud,1
201607,bkx,1
201607,bla,1
201607,bhl,1
201607,mul,0
201607,bsf,1
201607,gpx,0
201607,mgl,0
201607,blr,1
201607,chl,0
201607,kcm,0
201608,bdl,1
201608,bkx,1
201608,bhl,1
201608,bws,1
201608,swa,0
201608,sta,0
201608,ibh,1
201608,bsh,1
201608,chl,0
201608,hgh,0
201609,ibh,1
201609,gpx,0
201609,abn,0
201609,kcm,0
201609,bly,1
201609,bsh,1
201609,sta,0
201609,ntd,0
201609,bll,1
201609,est,0
201610,bkx,1
201610,mul,0
201610,bsf,1
201610,gpx,0
201610,blr,1
201610,bhl,1
201610,bla,1
201610,mgl,0
201610,chl,0
201610,kcm,0
201611,blr,1
201611,abn,0
201611,sta,0
201611,bud,1
201611,chl,0
201611,ibh,1
201611,nti,0
201611,ntd,0
201611,bsf,1
201611,kcm,0
201612,nti,0
201612,ntd,0
201612,kcm,0
201612,abn,0
201612,ibh,1
201612,sam,0
201612,mul,0
201612,chl,0
201612,bws,1
201612,mgl,0
201701,blr,1
201701,gpx,0
201701,kcm,0
201701,chl,0
201701,bsf,1
201701,mgl,0
201701,mul,0
201701,bla,1
201701,bhl,1
201701,bkx,1
201702,bla,1
201702,gpx,0
201702,kcm,0
201702,blr,1
201702,bsf,1
201702,mul,0
201702,bhl,1
201702,mgl,0
201702,chl,0
201702,bkx,1
201703,gpx,0
201703,bkx,1
201703,chl,0
201703,bla,1
201703,kcm,0
201703,mgl,0
201703,bhl,1
201703,blr,1
201703,mul,0
201703,bsf,1
201704,nti,0
201704,est,0
201704,gpx,0
201704,bll,1
201704,abn,0
201704,bkx,1
201704,hgh,0
201704,chl,0
201704,mul,0
201704,bla,1
201705,swa,0
201705,blr,1
201705,bll,1
201705,blp,1
201705,gpx,0
201705,mgl,0
201705,bkx,1
201705,bud,1
201705,bly,1
201705,abn,0
201706,mgl,0
201706,bkx,1
201706,kcm,0
201706,bla,1
201706,blr,1
201706,bsf,1
201706,gpx,0
201706,chl,0
201706,bhl,1
201706,mul,0
201707,bsf,1
201707,bhl,1
201707,gpx,0
201707,chl,0
201707,bkx,1
201707,kcm,0
201707,blr,1
201707,mgl,0
201707,mul,0
201707,bla,1
201708,bud,1
201708,ibh,1
201708,abn,0
201708,sta,0
201708,blr,1
201708,bsf,1
201708,ntd,0
201708,nti,0
201708,kcm,0
201708,chl,0
201709,bhl,1
201709,chl,0
201709,mgl,0
201709,bla,1
201709,kcm,0
201709,mul,0
201709,bsf,1
201709,bkx,1
201709,gpx,0
201709,blr,1
201710,bud,1
201710,sta,0
201710,bla,1
201710,chl,0
201710,sam,0
201710,hgh,0
201710,mgl,0
201710,mul,0
201710,bws,1
201710,blr,1
201711,gpx,0
201711,mul,0
201711,mgl,0
201711,bsf,1
201711,blr,1
201711,kcm,0
201711,chl,0
201711,bkx,1
201711,bla,1
201711,bhl,1
201712,bkx,1
201712,mul,0
201712,kcm,0
201712,mgl,0
201712,bla,1
201712,chl,0
201712,blr,1
201712,bsf,1
201712,bhl,1
201712,gpx,0
201801,blr,1
201801,ntd,0
201801,bsh,1
201801,kcm,0
201801,bud,1
201801,bhl,1
201801,gpx,0
201801,bll,1
201801,ibh,1
201801,bla,1
201802,bla,1
201802,mul,0
201802,kcm,0
201802,bhl,1
201802,blr,1
201802,bsf,1
201802,gpx,0
201802,chl,0
201802,bkx,1
201802,mgl,0
201803,chl,0
201803,bsf,1
201803,mgl,0
201803,blr,1
201803,kcm,0
201803,bhl,1
201803,mul,0
201803,bla,1
201803,bkx,1
201803,gpx,0
201804,nti,0
201804,idb,1
201804,chl,0
201804,gpx,0
201804,blr,1
201804,est,0
201804,bkx,1
201804,bll,1
201804,blp,1
201804,ibh,1
201805,bhl,1
201805,bla,1
201805,mgl,0
201805,kcm,0
201805,gpx,0
201805,mul,0
201805,bsf,1
201805,chl,0
201805,blr,1
201805,bkx,1
201806,bsf,1
201806,bla,1
201806,bkx,1
201806,gpx,0
201806,blr,1
201806,mul,0
201806,mgl,0
201806,chl,0
201806,bhl,1
201806,kcm,0
201807,swa,0
201807,bll,1
201807,mgl,0
201807,kcm,0
201807,gpx,0
201807,hgh,0
201807,blr,1
201807,blp,1
201807,bdl,1
201807,ntd,0
201808,bsf,1
201808,mgl,0
201808,bhl,1
201808,bkx,1
201808,bla,1
201808,blr,1
201808,chl,0
201808,gpx,0
201808,mul,0
201808,kcm,0
201809,blr,1
201809,kcm,0
201809,bsf,1
201809,mgl,0
201809,bkx,1
201809,chl,0
201809,mul,0
201809,gpx,0
201809,bhl,1
201809,bla,1
201810,blp,1
201810,bsh,1
201810,chl,0
201810,hgh,0
201810,sta,0
201810,bws,1
201810,nti,0
201810,bly,1
201810,bla,1
201810,est,0
201811,bkx,1
201811,bhl,1
201811,bla,1
201811,kcm,0
201811,mgl,0
201811,blr,1
201811,chl,0
201811,gpx,0
201811,mul,0
201811,bsf,1
201812,blr,1
201812,gpx,0
201812,bdl,1
201812,ibh,1
201812,ntd,0
201812,abn,0
201812,idb,1
201812,mul,0
201812,sam,0
201812,bll,1
