cal_yr_mo_nbr,brnd_cd,sales_exec
201606,sam,0
201606,gpx,1
201606,abn,1
201606,sta,0
201606,hgh,1
201606,est,1
201607,blp,0
201607,bly,0
201607,abn,1
201607,rck,1
201607,bud,1
201607,est,1
201607,mgl,1
201607,bsf,0
201607,chl,1
201607,idb,1
201608,abn,1
201608,bll,0
201608,bhl,1
201608,bsh,0
201608,sta,0
201608,sam,0
201608,rck,1
201608,blr,0
201608,chl,1
201608,gpx,1
201609,kcm,0
201609,idb,1
201609,bla,0
201609,mul,0
201609,blp,0
201609,bly,0
201609,rck,1
201609,nti,1
201609,bll,0
201609,hgh,1
201610,bsh,0
201610,swa,0
201610,idb,1
201610,mgl,1
201610,gpx,1
201610,bhl,1
201610,chl,1
201610,sta,0
201610,kcm,0
201610,sam,0
201611,bll,0
201611,bla,0
201611,rck,1
201611,bly,0
201611,hgh,1
201611,idb,1
201611,nti,1
201611,mul,0
201611,blp,0
201611,kcm,0
201612,nti,1
201612,mul,0
201612,hgh,1
201612,bla,0
201612,bly,0
201612,rck,1
201612,kcm,0
201612,blp,0
201612,bll,0
201612,idb,1
201701,bll,0
201701,est,1
201701,hgh,1
201701,bsf,0
201701,blr,0
201701,kcm,0
201701,swa,0
201701,bla,0
201701,bdl,0
201701,bhl,1
201702,blp,0
201702,kcm,0
201702,mul,0
201702,bly,0
201702,hgh,1
201702,rck,1
201702,bla,0
201702,nti,1
201702,idb,1
201702,bll,0
201703,bud,1
201703,bhl,1
201703,bsf,0
201703,bkx,1
201703,mul,0
201703,rck,1
201703,abn,1
201703,blp,0
201703,sta,0
201703,blr,0
201704,rck,1
201704,idb,1
201704,kcm,0
201704,bly,0
201704,bla,0
201704,bll,0
201704,mul,0
201704,hgh,1
201704,nti,1
201704,blp,0
201705,rck,1
201705,bud,1
201705,blr,0
201705,bly,0
201705,mul,0
201705,ntd,1
201705,bll,0
201705,idb,1
201705,chl,1
201705,abn,1
201706,nti,1
201706,bll,0
201706,mul,0
201706,blp,0
201706,bly,0
201706,hgh,1
201706,kcm,0
201706,idb,1
201706,bla,0
201706,rck,1
201707,bud,1
201707,abn,1
201707,chl,1
201707,bws,1
201707,bdl,0
201707,hgh,1
201707,bsh,0
201707,mul,0
201707,swa,0
201707,bla,0
201708,bws,1
201708,gpx,1
201708,bla,0
201708,rck,1
201708,bsh,0
201708,bud,1
201708,kcm,0
201708,ntd,1
201708,ibh,0
201708,est,1
201709,bla,0
201709,idb,1
201709,nti,1
201709,blp,0
201709,mul,0
201709,rck,1
201709,hgh,1
201709,bll,0
201709,kcm,0
201709,bly,0
201710,bkx,1
201710,mgl,1
201710,abn,1
201710,blp,0
201710,kcm,0
201710,chl,1
201710,ibh,0
201710,idb,1
201710,bll,0
201710,bhl,1
201711,bws,1
201711,nti,1
201711,gpx,1
201711,bsh,0
201711,bsf,0
201711,est,1
201711,bud,1
201711,bhl,1
201711,blr,0
201711,bdl,0
201712,bla,0
201712,swa,0
201712,nti,1
201712,sta,0
201712,blr,0
201712,est,1
201712,bly,0
201712,bud,1
201712,abn,1
201712,kcm,0
201801,bly,0
201801,rck,1
201801,hgh,1
201801,nti,1
201801,idb,1
201801,bla,0
201801,kcm,0
201801,blp,0
201801,mul,0
201801,bll,0
201802,bkx,1
201802,sta,0
201802,mgl,1
201802,abn,1
201802,bly,0
201802,bud,1
201802,kcm,0
201802,gpx,1
201802,bdl,0
201802,rck,1
201803,est,1
201803,bsf,0
201803,mgl,1
201803,bly,0
201803,ibh,0
201803,bhl,1
201803,ntd,1
201803,bll,0
201803,bla,0
201803,hgh,1
201804,sta,0
201804,rck,1
201804,bud,1
201804,kcm,0
201804,bly,0
201804,gpx,1
201804,abn,1
201804,bdl,0
201804,bkx,1
201804,mgl,1
201805,abn,1
201805,bla,0
201805,sam,0
201805,rck,1
201805,mul,0
201805,swa,0
201805,bsh,0
201805,bws,1
201805,blp,0
201805,bdl,0
201806,hgh,1
201806,blp,0
201806,bll,0
201806,kcm,0
201806,bly,0
201806,rck,1
201806,nti,1
201806,idb,1
201806,bla,0
201806,mul,0
201807,nti,1
201807,bhl,1
201807,est,1
201807,bws,1
201807,bsh,0
201807,bud,1
201807,bsf,0
201807,blr,0
201807,bdl,0
201807,gpx,1
201808,ibh,0
201808,sam,0
201808,bdl,0
201808,bhl,1
201808,bkx,1
201808,hgh,1
201808,kcm,0
201808,mul,0
201808,sta,0
201808,ntd,1
201809,chl,1
201809,rck,1
201809,gpx,1
201809,sam,0
201809,blp,0
201809,ntd,1
201809,sta,0
201809,nti,1
201809,bll,0
201809,bud,1
201810,bll,0
201810,bly,0
201810,idb,1
201810,mul,0
201810,rck,1
201810,hgh,1
201810,nti,1
201810,blp,0
201810,bla,0
201810,kcm,0
201811,bhl,1
201811,abn,1
201811,bkx,1
201811,kcm,0
201811,rck,1
201811,blr,0
201811,chl,1
201811,ibh,0
201811,sam,0
201811,bud,1
201812,bud,1
201812,gpx,1
201812,blr,0
201812,ibh,0
201812,sam,0
201812,bll,0
201812,ntd,1
201812,rck,1
201812,swa,0
201812,bly,0
