cal_yr_mo_nbr,brnd_cd,sales_exec
201508,ibh,0
201509,ibh,0
201509,gpx,1
201509,chl,1
201509,idb,1
201509,bla,0
201509,bhl,0
201509,swa,0
201509,bsf,0
201509,sta,1
201509,hgh,1
201510,swa,0
201510,nti,1
201510,chl,1
201510,ntd,0
201510,ibh,0
201510,kcm,1
201510,rck,1
201510,blr,0
201510,hgh,1
201510,sta,1
201511,gpx,1
201511,bly,0
201511,nti,1
201511,sta,1
201511,bws,0
201511,mgl,1
201511,ntd,0
201511,bsh,0
201511,bsf,0
201511,mul,1
201512,hgh,1
201512,mul,1
201512,ntd,0
201512,sam,0
201512,bkx,0
201512,rck,1
201512,ibh,0
201512,chl,1
201512,blp,0
201512,bll,1
201601,blr,0
201601,hgh,1
201601,kcm,1
201601,ntd,0
201601,sta,1
201601,rck,1
201601,nti,1
201601,ibh,0
201601,swa,0
201601,chl,1
201602,bly,0
201602,bla,0
201602,abn,0
201602,hgh,1
201602,idb,1
201602,blp,0
201602,bws,0
201602,ntd,0
201602,bdl,1
201602,ibh,0
201603,mul,1
201603,sta,1
201603,bla,0
201603,bkx,0
201603,bsf,0
201603,blr,0
201603,bhl,0
201603,abn,0
201603,rck,1
201603,idb,1
201604,mgl,1
201604,est,1
201604,gpx,1
201604,bsf,0
201604,bws,0
201604,ntd,0
201604,ibh,0
201604,blr,0
201604,bla,0
201604,bud,1
201605,ibh,0
201605,nti,1
201605,est,1
201605,abn,0
201605,bla,0
201605,bdl,1
201605,blp,0
201605,blr,0
201605,hgh,1
201605,bsh,0
201606,est,1
201606,blr,0
201606,ntd,0
201606,bla,0
201606,nti,1
201606,bsh,0
201606,bhl,0
201606,sam,0
201606,bud,1
201606,bsf,0
201607,bll,1
201607,blp,0
201607,bla,0
201607,ntd,0
201607,bsf,0
201607,est,1
201607,kcm,1
201607,blr,0
201607,chl,1
201607,gpx,1
201608,blr,0
201608,hgh,1
201608,chl,1
201608,kcm,1
201608,swa,0
201608,sta,1
201608,rck,1
201608,ibh,0
201608,ntd,0
201608,nti,1
201609,nti,1
201609,ntd,0
201609,blr,0
201609,rck,1
201609,hgh,1
201609,ibh,0
201609,swa,0
201609,sta,1
201609,chl,1
201609,kcm,1
201610,bla,0
201610,swa,0
201610,bsh,0
201610,mgl,1
201610,bsf,0
201610,bhl,0
201610,blr,0
201610,sta,1
201610,est,1
201610,nti,1
201611,blp,0
201611,bll,1
201611,sta,1
201611,bsf,0
201611,bsh,0
201611,chl,1
201611,mul,1
201611,ibh,0
201611,blr,0
201611,hgh,1
201612,nti,1
201612,ntd,0
201612,bly,0
201612,abn,0
201612,blr,0
201612,sta,1
201612,idb,1
201612,bll,1
201612,bdl,1
201612,est,1
201701,bsh,0
201701,kcm,1
201701,nti,1
201701,hgh,1
201701,est,1
201701,rck,1
201701,sta,1
201701,bsf,0
201701,bhl,0
201701,bla,0
201702,hgh,1
201702,nti,1
201702,rck,1
201702,ibh,0
201702,kcm,1
201702,swa,0
201702,blr,0
201702,sta,1
201702,ntd,0
201702,chl,1
201703,nti,1
201703,chl,1
201703,ntd,0
201703,hgh,1
201703,rck,1
201703,sta,1
201703,blr,0
201703,ibh,0
201703,swa,0
201703,kcm,1
201704,swa,0
201704,ntd,0
201704,nti,1
201704,ibh,0
201704,blr,0
201704,chl,1
201704,rck,1
201704,kcm,1
201704,sta,1
201704,hgh,1
201705,sta,1
201705,bly,0
201705,bll,1
201705,blr,0
201705,ntd,0
201705,nti,1
201705,bdl,1
201705,idb,1
201705,est,1
201705,abn,0
201706,sta,1
201706,bla,0
201706,idb,1
201706,bsf,0
201706,chl,1
201706,gpx,1
201706,ibh,0
201706,hgh,1
201706,bhl,0
201706,swa,0
201707,blr,0
201707,bhl,0
201707,bws,0
201707,bud,1
201707,bla,0
201707,mgl,1
201707,blp,0
201707,nti,1
201707,swa,0
201707,bll,1
201708,bws,0
201708,hgh,1
201708,bhl,0
201708,swa,0
201708,blr,0
201708,bsh,0
201708,ntd,0
201708,sta,1
201708,ibh,0
201708,chl,1
201709,bdl,1
201709,bsf,0
201709,sam,0
201709,bla,0
201709,nti,1
201709,swa,0
201709,bly,0
201709,bhl,0
201709,est,1
201709,bll,1
201710,bud,1
201710,swa,0
201710,bla,0
201710,mgl,1
201710,sta,1
201710,ntd,0
201710,rck,1
201710,sam,0
201710,gpx,1
201710,bsf,0
201711,kcm,1
201711,sta,1
201711,rck,1
201711,est,1
201711,bsh,0
201711,nti,1
201711,hgh,1
201711,bla,0
201711,bsf,0
201711,bhl,0
201712,bdl,1
201712,sta,1
201712,ntd,0
201712,nti,1
201712,bll,1
201712,est,1
201712,blr,0
201712,bly,0
201712,abn,0
201712,idb,1
201801,gpx,1
201801,sta,1
201801,kcm,1
201801,sam,0
201801,mgl,1
201801,bud,1
201801,nti,1
201801,chl,1
201801,rck,1
201801,bws,0
201802,bkx,0
201802,sta,1
201802,mul,1
201802,abn,0
201802,bla,0
201802,blr,0
201802,idb,1
201802,bsf,0
201802,bhl,0
201802,rck,1
201803,est,1
201803,chl,1
201803,nti,1
201803,bud,1
201803,idb,1
201803,abn,0
201803,sam,0
201803,bsh,0
201803,bhl,0
201803,hgh,1
201804,ntd,0
201804,mgl,1
201804,est,1
201804,hgh,1
201804,blr,0
201804,gpx,1
201804,abn,0
201804,bdl,1
201804,bll,1
201804,idb,1
201805,abn,0
201805,bla,0
201805,sam,0
201805,rck,1
201805,kcm,1
201805,sta,1
201805,est,1
201805,hgh,1
201805,blp,0
201805,bdl,1
201806,idb,1
201806,blr,0
201806,bla,0
201806,mgl,1
201806,chl,1
201806,sta,1
201806,sam,0
201806,kcm,1
201806,bdl,1
201806,rck,1
201807,sta,1
201807,blp,0
201807,ibh,0
201807,hgh,1
201807,bsh,0
201807,chl,1
201807,bsf,0
201807,blr,0
201807,bll,1
201807,mul,1
201808,kcm,1
201808,sta,1
201808,blr,0
201808,chl,1
201808,hgh,1
201808,ibh,0
201808,ntd,0
201808,nti,1
201808,swa,0
201808,rck,1
201809,ibh,0
201809,rck,1
201809,kcm,1
201809,sta,1
201809,chl,1
201809,ntd,0
201809,swa,0
201809,nti,1
201809,blr,0
201809,hgh,1
201810,chl,1
201810,ibh,0
201810,ntd,0
201810,rck,1
201810,swa,0
201810,kcm,1
201810,sta,1
201810,hgh,1
201810,blr,0
201810,nti,1
201811,chl,1
201811,blr,0
201811,hgh,1
201811,rck,1
201811,sta,1
201811,ibh,0
201811,ntd,0
201811,nti,1
201811,swa,0
201811,kcm,1
201812,ibh,0
201812,kcm,1
201812,chl,1
201812,ntd,0
201812,sta,1
201812,blr,0
201812,nti,1
201812,rck,1
201812,swa,0
201812,hgh,1
