cal_yr_mo_nbr,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10
201707,blr,bll,bhl,bws,bud,bla,mgl,blp,nti,swa,0,1,0,0,1,0,1,0,1,0
201708,bws,chl,hgh,bhl,swa,blr,bsh,ntd,sta,ibh,0,1,1,0,0,0,0,0,1,0
201709,bdl,bll,bsf,sam,bla,nti,swa,bly,bhl,est,1,1,0,0,0,1,0,0,0,1
201710,bud,bsf,swa,bla,mgl,sta,ntd,rck,sam,gpx,1,0,0,0,1,1,0,1,0,1
201711,kcm,bhl,sta,rck,est,bsh,nti,hgh,bla,bsf,1,0,1,1,1,0,1,1,0,0
201712,bdl,idb,sta,ntd,nti,bll,est,blr,bly,abn,1,1,1,0,1,1,1,0,0,0
201801,gpx,bws,sta,kcm,sam,mgl,bud,nti,chl,rck,1,0,1,1,0,1,1,1,1,1
201802,bkx,rck,sta,mul,abn,bla,blr,idb,bsf,bhl,0,1,1,1,0,0,0,1,0,0
201803,est,hgh,chl,nti,bud,idb,abn,sam,bsh,bhl,1,1,1,1,1,1,0,0,0,0
201804,ntd,idb,mgl,est,hgh,blr,gpx,abn,bdl,bll,0,1,1,1,1,0,1,0,1,1
201805,abn,bdl,bla,sam,rck,kcm,sta,est,hgh,blp,0,1,0,0,1,1,1,1,1,0
201806,idb,rck,blr,bla,mgl,chl,sta,sam,kcm,bdl,1,1,0,0,1,1,1,0,1,1
201807,sta,mul,blp,ibh,hgh,bsh,chl,bsf,blr,bll,1,1,0,0,1,0,1,0,0,1
201808,kcm,rck,sta,blr,chl,hgh,ibh,ntd,nti,swa,1,1,1,0,1,1,0,0,1,0
201809,ibh,hgh,rck,kcm,sta,chl,ntd,swa,nti,blr,0,1,1,1,1,1,0,0,1,0
201810,chl,nti,ibh,ntd,rck,swa,kcm,sta,hgh,blr,1,1,0,0,1,0,1,1,1,0
201811,chl,kcm,blr,hgh,rck,sta,ibh,ntd,nti,swa,1,1,0,1,1,1,0,0,1,0
201812,ibh,hgh,kcm,chl,ntd,sta,blr,nti,rck,swa,0,1,1,1,0,1,0,1,1,0
201901,mul,nti,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201902,mul,nti,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201903,mul,chl,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201904,mul,nti,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201905,mul,chl,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201906,mul,nti,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201907,mul,chl,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201908,mul,rck,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201909,mul,nti,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201910,mul,chl,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201911,mul,hgh,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
201912,mul,rck,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
202001,mul,nti,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
202002,mul,hgh,bud,mgl,bdl,gpx,bll,est,idb,chl,1,1,1,1,1,1,1,1,1,1
202003,mul,kcm,bud,mgl,bdl,gpx,bll,est,idb,rck,1,1,1,1,1,1,1,1,1,1
202004,mul,chl,bud,mgl,bdl,gpx,bll,est,idb,nti,1,1,1,1,1,1,1,1,1,1
202005,mul,rck,bud,mgl,bdl,gpx,bll,est,idb,hgh,1,1,1,1,1,1,1,1,1,1
202006,mul,nti,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
202007,mul,hgh,bud,mgl,bdl,gpx,bll,est,idb,chl,1,1,1,1,1,1,1,1,1,1
202008,mul,kcm,bud,mgl,bdl,gpx,bll,est,idb,rck,1,1,1,1,1,1,1,1,1,1
202009,mul,chl,bud,mgl,bdl,gpx,bll,est,idb,nti,1,1,1,1,1,1,1,1,1,1
202010,mul,rck,bud,mgl,bdl,gpx,bll,est,idb,hgh,1,1,1,1,1,1,1,1,1,1
202011,mul,nti,bud,mgl,bdl,gpx,bll,est,idb,kcm,1,1,1,1,1,1,1,1,1,1
202012,mul,hgh,bud,mgl,bdl,gpx,bll,est,idb,chl,1,1,1,1,1,1,1,1,1,1
202101,mul,kcm,bud,mgl,bdl,bll,gpx,est,rck,idb,1,1,1,1,1,1,1,1,1,1
202102,mul,hgh,bud,bdl,mgl,bll,gpx,est,nti,rck,1,1,1,1,1,1,1,1,1,1
202103,mul,kcm,bud,mgl,bdl,gpx,bll,est,chl,idb,1,1,1,1,1,1,1,1,1,1
202104,mul,hgh,bud,bdl,mgl,bll,gpx,est,nti,rck,1,1,1,1,1,1,1,1,1,1
202105,mul,rck,bud,mgl,bdl,bll,gpx,idb,chl,sta,1,1,1,1,1,1,1,1,1,1
202106,mul,chl,bud,bdl,mgl,bll,gpx,est,nti,hgh,1,1,1,1,1,1,1,1,1,1
202107,mul,chl,bud,mgl,bdl,idb,sta,bll,gpx,kcm,1,1,1,1,1,1,1,1,1,1
202108,mul,nti,bud,bdl,mgl,est,kcm,rck,hgh,gpx,1,1,1,1,1,1,1,1,1,1
202109,mul,hgh,bud,mgl,bdl,idb,sta,bll,chl,rck,1,1,1,1,1,1,1,1,1,1
202110,mul,bll,bud,mgl,bdl,est,gpx,nti,kcm,idb,1,1,1,1,1,1,1,1,1,1
202111,mul,gpx,bud,sta,bdl,mgl,est,nti,rck,hgh,1,1,1,1,1,1,1,1,1,1
202112,mul,rck,bud,idb,chl,sta,bll,mgl,kcm,bdl,1,1,1,1,1,1,1,1,1,1
202201,mul,idb,bud,est,kcm,hgh,gpx,bdl,chl,nti,1,1,1,1,1,1,1,1,1,1
202202,mul,gpx,bud,sta,bll,mgl,est,chl,rck,hgh,1,1,1,1,1,1,1,1,1,1
202203,mul,chl,bud,idb,sta,bll,mgl,kcm,nti,bdl,1,1,1,1,1,1,1,1,1,1
202204,mul,idb,bud,est,kcm,rck,hgh,gpx,bdl,nti,1,1,1,1,1,1,1,1,1,1
202205,mul,gpx,bud,sta,bll,mgl,est,chl,rck,hgh,1,1,1,1,1,1,1,1,1,1
202206,mul,chl,bud,idb,sta,bll,mgl,kcm,nti,bdl,1,1,1,1,1,1,1,1,1,1
202207,mul,idb,bud,est,kcm,rck,hgh,gpx,bdl,nti,1,1,1,1,1,1,1,1,1,1
202208,mul,rck,sta,mgl,bll,bud,chl,bdl,kcm,idb,1,1,1,1,1,1,1,1,1,1
202209,mul,chl,nti,mgl,hgh,gpx,est,bll,sta,bud,1,1,1,1,1,1,1,1,1,1
202210,mul,est,nti,mgl,kcm,idb,rck,hgh,gpx,bdl,1,1,1,1,1,1,1,1,1,1
202211,mul,rck,sta,bll,bud,chl,bdl,mgl,kcm,idb,1,1,1,1,1,1,1,1,1,1
202212,mul,bdl,bll,hgh,gpx,nti,est,sta,bud,chl,1,1,1,1,1,1,1,1,1,1
202301,mul,bll,nti,mgl,kcm,idb,rck,hgh,gpx,est,1,1,1,1,1,1,1,1,1,1
202302,bud,rck,sta,mul,est,bdl,bll,mgl,kcm,idb,1,1,1,1,1,1,1,1,1,1
202303,bud,rck,nti,hgh,gpx,chl,mul,sta,bll,bdl,1,1,1,1,1,1,1,1,1,1
202304,est,sta,nti,mgl,kcm,idb,hgh,gpx,chl,bud,1,1,1,1,1,1,1,1,1,1
202305,mul,chl,nti,mgl,kcm,idb,rck,hgh,gpx,bdl,1,1,1,1,1,1,1,1,1,1
202306,est,rck,sta,bll,bud,mul,bdl,mgl,kcm,idb,1,1,1,1,1,1,1,1,1,1
202307,est,bdl,nti,hgh,gpx,chl,bud,bll,sta,mul,1,1,1,1,1,1,1,1,1,1
202308,est,bud,nti,mgl,kcm,idb,rck,hgh,gpx,chl,1,1,1,1,1,1,1,1,1,1
202309,mul,gpx,sta,bll,chl,mgl,kcm,idb,rck,hgh,1,1,1,1,1,1,1,1,1,1
202310,est,rck,bll,bdl,nti,bud,sta,mul,gpx,hgh,1,1,1,1,1,1,1,1,1,1
202311,est,sta,nti,mgl,kcm,idb,bdl,chl,bud,bll,1,1,1,1,1,1,1,1,1,1
202312,mul,chl,nti,mgl,kcm,idb,rck,hgh,gpx,bdl,1,1,1,1,1,1,1,1,1,1
