cal_yr_mo_nbr,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10
201612,nti,kcm,mul,hgh,bdl,est,rck,mgl,bla,bkx,0,1,1,0,1,1,1,0,0,0
201701,bll,bkx,hgh,ntd,gpx,blp,rck,sam,bla,bdl,0,0,0,0,0,0,1,0,0,1
201702,bla,bkx,hgh,ntd,bll,blp,sam,bdl,rck,gpx,0,0,0,0,0,0,0,1,1,0
201703,ntd,gpx,bdl,mul,blp,nti,sta,abn,blr,swa,0,0,1,1,0,0,1,0,0,0
201704,mul,bkx,bsh,est,bla,abn,bdl,ibh,bly,idb,1,0,0,1,0,0,1,0,0,0
201705,rck,abn,bsh,bla,blp,mul,nti,bkx,hgh,chl,1,0,0,0,0,1,0,0,0,1
201706,rck,sam,bkx,ntd,bla,bll,blp,hgh,gpx,bdl,1,0,0,0,0,0,0,0,0,1
201707,blp,bla,bdl,hgh,gpx,bkx,ntd,bll,rck,sam,0,0,1,0,0,0,0,0,1,0
201708,gpx,kcm,mgl,abn,sta,bdl,bsh,rck,sam,mul,0,1,0,0,1,1,0,1,0,1
201709,bdl,bll,gpx,rck,bla,ntd,sam,blp,bkx,hgh,1,0,0,1,0,0,0,0,0,0
201710,bla,bkx,sam,bdl,blp,rck,gpx,hgh,ntd,bll,0,0,0,1,0,1,0,0,0,0
201711,hgh,bdl,sam,rck,blp,bll,ntd,gpx,bkx,bla,0,1,0,1,0,0,0,0,0,0
201712,bkx,hgh,sam,ntd,rck,bla,gpx,bll,blp,bdl,0,0,0,0,1,0,0,0,0,1
201801,bll,bkx,sam,blp,rck,gpx,bdl,hgh,bla,ntd,0,0,0,0,1,0,1,0,0,0
201802,bla,rck,sam,ntd,bdl,bll,blp,hgh,gpx,bkx,0,1,0,0,1,0,0,0,0,0
201803,mgl,mul,kcm,sam,gpx,rck,abn,sta,bsh,bdl,0,1,1,0,0,1,0,1,0,1
201804,sam,ntd,rck,blp,hgh,bll,gpx,bdl,bkx,bla,0,0,1,0,0,0,0,1,0,0
201805,bdl,bkx,bla,rck,ntd,hgh,sam,blp,gpx,bll,1,0,0,1,0,0,0,0,0,0
201806,blp,ntd,bla,bkx,hgh,bll,sam,rck,gpx,bdl,0,0,0,0,0,0,0,1,0,1
201807,sam,rck,bkx,ntd,hgh,blp,gpx,bll,bla,bdl,0,1,0,0,0,0,0,0,0,1
201808,blp,ntd,rck,bdl,bkx,bla,bll,gpx,hgh,sam,0,0,1,1,0,0,0,0,0,0
201809,bsh,bsf,nti,bud,sam,blr,ibh,swa,kcm,bdl,0,0,0,1,0,0,0,0,1,1
201810,bla,hgh,blp,est,kcm,sta,bsh,mgl,bll,abn,0,0,0,1,1,1,0,0,0,0
201811,bkx,blp,bdl,bla,ntd,rck,bll,gpx,hgh,sam,0,0,1,0,0,1,0,0,0,0
201812,bll,bla,blp,bkx,gpx,rck,bdl,hgh,ntd,sam,0,0,0,0,0,1,1,0,0,0
