cal_yr_mo_nbr,brnd_cd,sales_exec
201504,bll,0
201504,gpx,0
201504,bkx,0
201504,ntd,0
201504,sam,0
201504,rck,1
201504,bdl,1
201504,bla,0
201505,bsh,0
201505,swa,0
201505,chl,1
201505,bws,0
201505,rck,1
201505,blr,0
201505,ibh,0
201505,hgh,0
201505,kcm,1
201505,bkx,0
201506,bkx,0
201506,bly,0
201506,chl,1
201506,mul,1
201506,ntd,0
201506,gpx,0
201506,kcm,1
201506,abn,0
201506,idb,0
201506,bws,0
201507,bws,0
201507,chl,1
201507,kcm,1
201507,idb,0
201507,est,1
201507,nti,0
201507,swa,0
201507,bkx,0
201507,bly,0
201507,ibh,0
201508,blp,0
201508,bdl,1
201508,mul,1
201508,abn,0
201508,swa,0
201508,gpx,0
201508,nti,0
201508,sta,1
201508,ntd,0
201508,blr,0
201509,mul,1
201509,ibh,0
201509,bws,0
201509,nti,0
201509,bla,0
201509,bkx,0
201509,sta,1
201509,bud,1
201509,rck,1
201509,idb,0
201510,rck,1
201510,idb,0
201510,bla,0
201510,hgh,0
201510,bud,1
201510,est,1
201510,kcm,1
201510,bdl,1
201510,bsh,0
201510,mul,1
201511,blp,0
201511,bdl,1
201511,rck,1
201511,sam,0
201511,bll,0
201511,gpx,0
201511,ntd,0
201511,bla,0
201511,bkx,0
201511,hgh,0
201512,chl,1
201512,hgh,0
201512,ibh,0
201512,sam,0
201512,bdl,1
201512,mul,1
201512,gpx,0
201512,bly,0
201512,blr,0
201512,blp,0
201601,bdl,1
201601,bla,0
201601,blp,0
201601,gpx,0
201601,rck,1
201601,ntd,0
201601,hgh,0
201601,bll,0
201601,sam,0
201601,bkx,0
201602,blp,0
201602,bla,0
201602,bdl,1
201602,hgh,0
201602,rck,1
201602,bll,0
201602,gpx,0
201602,sam,0
201602,bkx,0
201602,ntd,0
201603,ntd,0
201603,sam,0
201603,bll,0
201603,bla,0
201603,gpx,0
201603,blp,0
201603,bkx,0
201603,bdl,1
201603,rck,1
201603,hgh,0
201604,mgl,0
201604,bws,0
201604,hgh,0
201604,bly,0
201604,bud,1
201604,sta,1
201604,ibh,0
201604,bdl,1
201604,abn,0
201604,bsf,0
201605,rck,1
201605,sam,0
201605,hgh,0
201605,bdl,1
201605,bla,0
201605,bkx,0
201605,bll,0
201605,blp,0
201605,ntd,0
201605,gpx,0
201606,idb,0
201606,bll,0
201606,kcm,1
201606,bdl,1
201606,ntd,0
201606,bly,0
201606,abn,0
201606,sam,0
201606,ibh,0
201606,blr,0
201607,bhl,0
201607,bll,0
201607,bdl,1
201607,sta,1
201607,chl,1
201607,idb,0
201607,nti,0
201607,bsf,0
201607,est,1
201607,kcm,1
201608,bdl,1
201608,bla,0
201608,bkx,0
201608,blp,0
201608,sam,0
201608,rck,1
201608,ntd,0
201608,bll,0
201608,gpx,0
201608,hgh,0
201609,bws,0
201609,bly,0
201609,abn,0
201609,hgh,0
201609,bkx,0
201609,blp,0
201609,sta,1
201609,mul,1
201609,bdl,1
201609,blr,0
201610,bkx,0
201610,sam,0
201610,blp,0
201610,hgh,0
201610,bll,0
201610,bdl,1
201610,bla,0
201610,rck,1
201610,gpx,0
201610,ntd,0
201611,bkx,0
201611,bdl,1
201611,sam,0
201611,bll,0
201611,blp,0
201611,gpx,0
201611,rck,1
201611,ntd,0
201611,bla,0
201611,hgh,0
201612,nti,0
201612,mul,1
201612,hgh,0
201612,bdl,1
201612,est,1
201612,rck,1
201612,mgl,0
201612,bla,0
201612,bkx,0
201612,kcm,1
201701,bll,0
201701,hgh,0
201701,ntd,0
201701,gpx,0
201701,blp,0
201701,rck,1
201701,sam,0
201701,bla,0
201701,bdl,1
201701,bkx,0
201702,bla,0
201702,hgh,0
201702,ntd,0
201702,bll,0
201702,blp,0
201702,sam,0
201702,bdl,1
201702,rck,1
201702,gpx,0
201702,bkx,0
201703,ntd,0
201703,bdl,1
201703,mul,1
201703,blp,0
201703,nti,0
201703,sta,1
201703,abn,0
201703,blr,0
201703,swa,0
201703,gpx,0
201704,mul,1
201704,bsh,0
201704,est,1
201704,bla,0
201704,abn,0
201704,bdl,1
201704,ibh,0
201704,bly,0
201704,idb,0
201704,bkx,0
201705,rck,1
201705,bsh,0
201705,bla,0
201705,blp,0
201705,mul,1
201705,nti,0
201705,bkx,0
201705,hgh,0
201705,chl,1
201705,abn,0
201706,rck,1
201706,bkx,0
201706,ntd,0
201706,bla,0
201706,bll,0
201706,blp,0
201706,hgh,0
201706,gpx,0
201706,bdl,1
201706,sam,0
201707,blp,0
201707,bdl,1
201707,hgh,0
201707,gpx,0
201707,bkx,0
201707,ntd,0
201707,bll,0
201707,rck,1
201707,sam,0
201707,bla,0
201708,gpx,0
201708,mgl,0
201708,abn,0
201708,sta,1
201708,bdl,1
201708,bsh,0
201708,rck,1
201708,sam,0
201708,mul,1
201708,kcm,1
201709,bdl,1
201709,gpx,0
201709,rck,1
201709,bla,0
201709,ntd,0
201709,sam,0
201709,blp,0
201709,bkx,0
201709,hgh,0
201709,bll,0
201710,bla,0
201710,sam,0
201710,bdl,1
201710,blp,0
201710,rck,1
201710,gpx,0
201710,hgh,0
201710,ntd,0
201710,bll,0
201710,bkx,0
201711,hgh,0
201711,sam,0
201711,rck,1
201711,blp,0
201711,bll,0
201711,ntd,0
201711,gpx,0
201711,bkx,0
201711,bla,0
201711,bdl,1
201712,bkx,0
201712,sam,0
201712,ntd,0
201712,rck,1
201712,bla,0
201712,gpx,0
201712,bll,0
201712,blp,0
201712,bdl,1
201712,hgh,0
201801,bll,0
201801,sam,0
201801,blp,0
201801,rck,1
201801,gpx,0
201801,bdl,1
201801,hgh,0
201801,bla,0
201801,ntd,0
201801,bkx,0
201802,bla,0
201802,sam,0
201802,ntd,0
201802,bdl,1
201802,bll,0
201802,blp,0
201802,hgh,0
201802,gpx,0
201802,bkx,0
201802,rck,1
201803,mgl,0
201803,kcm,1
201803,sam,0
201803,gpx,0
201803,rck,1
201803,abn,0
201803,sta,1
201803,bsh,0
201803,bdl,1
201803,mul,1
201804,sam,0
201804,rck,1
201804,blp,0
201804,hgh,0
201804,bll,0
201804,gpx,0
201804,bdl,1
201804,bkx,0
201804,bla,0
201804,ntd,0
201805,bdl,1
201805,bla,0
201805,rck,1
201805,ntd,0
201805,hgh,0
201805,sam,0
201805,blp,0
201805,gpx,0
201805,bll,0
201805,bkx,0
201806,blp,0
201806,bla,0
201806,bkx,0
201806,hgh,0
201806,bll,0
201806,sam,0
201806,rck,1
201806,gpx,0
201806,bdl,1
201806,ntd,0
201807,sam,0
201807,bkx,0
201807,ntd,0
201807,hgh,0
201807,blp,0
201807,gpx,0
201807,bll,0
201807,bla,0
201807,bdl,1
201807,rck,1
201808,blp,0
201808,rck,1
201808,bdl,1
201808,bkx,0
201808,bla,0
201808,bll,0
201808,gpx,0
201808,hgh,0
201808,sam,0
201808,ntd,0
201809,bsh,0
201809,nti,0
201809,bud,1
201809,sam,0
201809,blr,0
201809,ibh,0
201809,swa,0
201809,kcm,1
201809,bdl,1
201809,bsf,0
201810,bla,0
201810,blp,0
201810,est,1
201810,kcm,1
201810,sta,1
201810,bsh,0
201810,mgl,0
201810,bll,0
201810,abn,0
201810,hgh,0
201811,bkx,0
201811,bdl,1
201811,bla,0
201811,ntd,0
201811,rck,1
201811,bll,0
201811,gpx,0
201811,hgh,0
201811,sam,0
201811,blp,0
201812,bll,0
201812,blp,0
201812,bkx,0
201812,gpx,0
201812,rck,1
201812,bdl,1
201812,hgh,0
201812,ntd,0
201812,sam,0
201812,bla,0
